Simulation number	Chl-a (ug/l)	TSM (mg/l)	a400 (1/m)	a_tot_443 (1/m)	a_ph_443 (1/m)	a_cdom_443 (1/m)	a_tsm_443 (1/m)	a_w_443 (1/m)	b_tot_443 (1/m)	b_tsm_443 (1/m)	b_w_443 (1/m)	S3400	S3412.5	S3442.5	S3490	S3510	S3560	S3620	S3665	S3673.75	S3681.25	S3708.75	S3753.75
4798	10.6	10.81	6.15	4.2159	0.24967	3.0909	0.86827	0.007046	10.281	10.277	0.0037518	0.000802131	0.000935435	0.001373487	0.002679131	0.003531139	0.006897179	0.008397001	0.007283336	0.006895194	0.006829146	0.005221866	0.001582333
4799	5.73	1.08	11.07	5.8132	0.15581	5.5636	0.086747	0.007046	1.0305	1.0267	0.0037518	6.49E-05	7.51E-05	0.000108644	0.000206239	0.000269052	0.000519753	0.000709725	0.000659353	0.000637391	0.000630583	0.000458796	0.000151123
4800	5.7	1.23	5.31	2.9297	0.15518	2.6687	0.098795	0.007046	1.1731	1.1693	0.0037518	0.000146293	0.000168708	0.000242075	0.000456181	0.000590786	0.001101595	0.001102507	0.000862016	0.00081504	0.000795225	0.000548129	0.000173078
4801	3.55	0.77	4.28	2.3279	0.10795	2.151	0.061847	0.007046	0.73577	0.73202	0.0037518	0.000127805	0.000146304	0.000206653	0.000380712	0.000486894	0.000872422	0.000776581	0.000584489	0.000553949	0.000536554	0.000351106	0.00010976
4802	2.65	0.81	0.82	0.5705	0.086273	0.41212	0.06506	0.007046	0.7738	0.77005	0.0037518	0.000601584	0.000673366	0.000899847	0.001555108	0.00186075	0.002613398	0.001096573	0.000692955	0.000647769	0.000618922	0.00038117	0.000115842
4803	21.43	5.69	37.08	19.528	0.42826	18.636	0.45703	0.007046	5.4131	5.4093	0.0037518	8.40E-05	9.89E-05	0.000148541	0.00029513	0.000392732	0.000808343	0.001560117	0.00195318	0.001940696	0.00199856	0.002004038	0.000773058
4804	14.85	2.27	17.22	9.1671	0.3233	8.6544	0.18233	0.007046	2.1618	2.158	0.0037518	7.73E-05	9.02E-05	0.000132786	0.000258086	0.000340454	0.000681209	0.001070876	0.001087191	0.001046264	0.001051238	0.000902664	0.000312641
4805	9.6	2.91	19.68	10.363	0.23141	9.8908	0.23373	0.007046	2.7702	2.7665	0.0037518	8.48E-05	9.94E-05	0.000147911	0.000290653	0.000384716	0.000776586	0.00130768	0.001421898	0.001396452	0.001409269	0.001154348	0.000400047
4806	29	4.3	8.61	5.2197	0.54004	4.3272	0.34538	0.007046	4.0917	4.0879	0.0037518	0.000258986	0.000299576	0.000431508	0.000825726	0.001085956	0.002165349	0.002577972	0.002121021	0.001933979	0.001914935	0.001825827	0.000603137
4807	2.43	1.18	3.23	1.8059	0.080727	1.6233	0.094779	0.007046	1.1256	1.1218	0.0037518	0.000230164	0.000265514	0.0003811	0.000715658	0.000916136	0.001625609	0.001287282	0.000936165	0.000887856	0.000855547	0.00053969	0.000166683
4808	13.78	2.6	23.37	12.266	0.3053	11.745	0.20883	0.007046	2.4755	2.4718	0.0037518	6.47E-05	7.57E-05	0.000112336	0.000220022	0.000291073	0.000587663	0.001017272	0.001135086	0.001112783	0.001128482	0.00099098	0.000355258
4809	2.27	0.55	0.82	0.53996	0.076622	0.41212	0.044177	0.007046	0.52662	0.52287	0.0037518	0.000476453	0.000530374	0.000699821	0.001182439	0.001396208	0.00189434	0.000769809	0.000483873	0.000452627	0.000431593	0.000263216	7.99E-05
4810	1.65	0.53	0.92	0.57199	0.060001	0.46237	0.04257	0.007046	0.50761	0.50386	0.0037518	0.000427144	0.000478778	0.000641674	0.001096891	0.001299106	0.001781562	0.000746919	0.000473369	0.000444314	0.00042287	0.000254284	7.71E-05
4811	1.78	0.53	0.92	0.57558	0.063592	0.46237	0.04257	0.007046	0.50761	0.50386	0.0037518	0.000425947	0.00047691	0.000637636	0.001088368	0.001289992	0.001772848	0.000744839	0.000471766	0.000442523	0.00042137	0.000254212	7.71E-05
4812	12.38	3.34	12.55	6.8639	0.28122	6.3074	0.26827	0.007046	3.179	3.1753	0.0037518	0.000147898	0.000172925	0.000255587	0.000499686	0.000660254	0.001324209	0.001920292	0.001820167	0.00173816	0.001734211	0.001403532	0.000464338
4813	21.9	7.28	8.61	5.3544	0.43544	4.3272	0.58474	0.007046	6.9247	6.9209	0.0037518	0.00041814	0.000486386	0.000709671	0.001378315	0.00182249	0.003669472	0.004639833	0.003978549	0.003680989	0.003656373	0.003254125	0.001038826
4814	8.42	3.09	12.3	6.6463	0.20928	6.1817	0.24819	0.007046	2.9413	2.9376	0.0037518	0.000141302	0.000165398	0.00024517	0.000480335	0.000634535	0.001269495	0.001854395	0.001780324	0.00171721	0.001710209	0.001307884	0.000429446
4815	14.9	4.8	29.78	15.684	0.32413	14.967	0.38554	0.007046	4.567	4.5632	0.0037518	8.90E-05	0.000104764	0.000157098	0.00031162	0.000414281	0.000849167	0.001585081	0.001910558	0.001897078	0.001942307	0.001784455	0.000655862
4816	1.83	0.73	2.77	1.5228	0.064956	1.3921	0.058634	0.007046	0.69775	0.69399	0.0037518	0.000188543	0.00021567	0.000303883	0.000555801	0.000701258	0.001190803	0.000851299	0.000602585	0.000571192	0.000548077	0.000339256	0.000104483
4817	2.23	0.78	3.23	1.7686	0.075584	1.6233	0.06265	0.007046	0.74528	0.74153	0.0037518	0.00017002	0.000194767	0.000275408	0.000506776	0.000643502	0.001118517	0.000867571	0.000627486	0.000595126	0.000572721	0.000359879	0.000111315
4818	14.44	6.27	17.34	9.5418	0.31644	8.7147	0.50361	0.007046	5.9645	5.9607	0.0037518	0.000192279	0.000225899	0.000337386	0.000668005	0.000888004	0.001820383	0.002990972	0.003126245	0.003021426	0.003046323	0.002615169	0.000878796
4819	5.14	0.96	5.6	3.042	0.14336	2.8144	0.077108	0.007046	0.9164	0.91265	0.0037518	0.000115189	0.000132433	0.000188852	0.000352723	0.000455346	0.000843356	0.000857912	0.000677383	0.000642262	0.000626391	0.000428702	0.000135717
4820	80.2	3.4	49.32	26.245	1.1777	24.787	0.27309	0.007046	3.2361	3.2323	0.0037518	3.90E-05	4.56E-05	6.73E-05	0.000131474	0.000173935	0.000354669	0.000639785	0.000744392	0.00070545	0.000714235	0.000985741	0.000448144
4821	5.45	2.41	5.23	2.9791	0.14994	2.6285	0.19357	0.007046	2.2949	2.2911	0.0037518	0.000257942	0.000299988	0.000438173	0.000845033	0.001104045	0.002107703	0.002169041	0.001713153	0.001622435	0.001584067	0.001082787	0.000337756
4822	6.5	2.21	18.45	9.6288	0.17162	9.2726	0.17751	0.007046	2.1047	2.101	0.0037518	7.10E-05	8.31E-05	0.000123272	0.000241068	0.000318328	0.00063772	0.0010571	0.001142272	0.001127863	0.001134147	0.000884256	0.000304013
4823	4.3	0.87	4.31	2.3681	0.12503	2.1661	0.069879	0.007046	0.83084	0.82709	0.0037518	0.000138107	0.000158296	0.000224141	0.000414848	0.000531964	0.000960112	0.00086045	0.000647233	0.000611874	0.000593687	0.000394544	0.000123542
4824	4	0.85	4.31	2.3597	0.11829	2.1661	0.068273	0.007046	0.81183	0.80808	0.0037518	0.000135965	0.000155845	0.000220714	0.000408373	0.000523403	0.000943347	0.000845318	0.000636589	0.000602477	0.000584233	0.000385961	0.000120783
4825	5.9	1.39	4.92	2.7507	0.15934	2.4727	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000173157	0.000199848	0.000287168	0.00054259	0.000703075	0.001310245	0.00127131	0.00097999	0.000924486	0.000901466	0.000620987	0.000195359
4826	27	3.25	6.15	3.8702	0.51125	3.0909	0.26104	0.007046	3.0935	3.0897	0.0037518	0.000274853	0.00031548	0.000446622	0.000840483	0.001098283	0.002143839	0.002211857	0.001697356	0.00153701	0.001514628	0.00139589	0.000455353
4827	5	0.93	4.92	2.6948	0.14036	2.4727	0.074699	0.007046	0.88788	0.88413	0.0037518	0.000127446	0.000146293	0.000207844	0.000386545	0.000497592	0.000911351	0.000871235	0.000670286	0.00063389	0.000616898	0.000418191	0.000131705
4828	4.2	0.56	4.31	2.3409	0.1228	2.1661	0.04498	0.007046	0.53613	0.53238	0.0037518	0.000102208	0.000116062	0.000161047	0.000290216	0.000368617	0.000650651	0.000571143	0.00042621	0.000402596	0.00039015	0.00025842	8.08E-05
4829	2.4	0.57	3.08	1.6807	0.079963	1.5479	0.045783	0.007046	0.54564	0.54189	0.0037518	0.000144043	0.000163744	0.000227634	0.000409778	0.000515958	0.000877037	0.000653512	0.000465928	0.000440829	0.000423911	0.000266702	8.24E-05
4830	2.8	0.52	2.46	1.3752	0.089992	1.2363	0.041767	0.007046	0.4981	0.49435	0.0037518	0.000167995	0.000189905	0.000260529	0.000461758	0.000576019	0.000947083	0.000627059	0.000431534	0.000406179	0.000390093	0.000245688	7.56E-05
4831	1.9	1.16	3.08	1.715	0.066853	1.5479	0.093172	0.007046	1.1065	1.1028	0.0037518	0.000238411	0.00027523	0.000395684	0.000743405	0.000949803	0.001673008	0.001292935	0.000936225	0.000889451	0.000855283	0.000531962	0.000163949
4832	2.3	0.84	1.85	1.0817	0.077397	0.92977	0.06747	0.007046	0.80232	0.79857	0.0037518	0.000302176	0.000344571	0.000481365	0.000873368	0.00108977	0.001764435	0.001041166	0.000701243	0.000660313	0.00063265	0.000391495	0.000119832
4833	2.1	0.6	1.85	1.0572	0.072183	0.92977	0.048193	0.007046	0.57416	0.57041	0.0037518	0.000241799	0.000274006	0.000377604	0.000671718	0.000831071	0.00131718	0.000762104	0.000510787	0.000480995	0.000460222	0.000283312	8.67E-05
4834	3	0.77	1.85	1.0935	0.094881	0.92977	0.061847	0.007046	0.73577	0.73202	0.0037518	0.000282568	0.00032075	0.000443568	0.000797009	0.000993452	0.001606302	0.00094605	0.000634237	0.000595252	0.000571328	0.000359246	0.000110137
4835	2.5	0.62	1.23	0.75752	0.082505	0.61817	0.049799	0.007046	0.59317	0.58942	0.0037518	0.00035712	0.000401577	0.000542992	0.000946664	0.001150326	0.001707768	0.000823607	0.000531758	0.000498213	0.000476256	0.000293694	8.95E-05
4836	5.9	1.39	3.69	2.1326	0.15934	1.8545	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000226859	0.000260921	0.000371805	0.000696771	0.000897812	0.001634413	0.001383185	0.001012744	0.000949872	0.000922982	0.000627812	0.000195693
4837	3.1	0.88	2.46	1.4114	0.097294	1.2363	0.070683	0.007046	0.84035	0.8366	0.0037518	0.000238098	0.000271987	0.000381763	0.000698557	0.000882468	0.001496628	0.001018964	0.000707124	0.000665686	0.000640596	0.000406668	0.000125258
4838	3.4	0.72	2.46	1.4057	0.10443	1.2363	0.057831	0.007046	0.68824	0.68449	0.0037518	0.00020654	0.000234783	0.00032601	0.000588713	0.000740594	0.001243541	0.000838117	0.000578878	0.000544024	0.000523667	0.000334558	0.000103131
4839	1.7	0.42	1.23	0.72034	0.061389	0.61817	0.033735	0.007046	0.40304	0.39928	0.0037518	0.000287083	0.000321427	0.000430331	0.00073397	0.000879351	0.001259078	0.000588162	0.000377875	0.000354883	0.000337976	0.000204018	6.19E-05
4840	1.7	0.49	1.23	0.72597	0.061389	0.61817	0.039357	0.007046	0.46958	0.46583	0.0037518	0.000313404	0.000352236	0.00047567	0.000821214	0.000988534	0.0014315	0.000674983	0.000435267	0.000409029	0.000389734	0.000235509	7.15E-05
4841	1.35	0.5	1.23	0.71683	0.051446	0.61817	0.040161	0.007046	0.47909	0.47534	0.0037518	0.000319061	0.000359639	0.000488822	0.000848195	0.00102013	0.001473236	0.000692516	0.000447602	0.000421402	0.000401001	0.000240199	7.29E-05
4842	9.3	3.83	13.94	7.5465	0.22585	7.006	0.30763	0.007046	3.6448	3.6411	0.0037518	0.000151702	0.000177895	0.000264712	0.000521105	0.000690054	0.001392686	0.002135266	0.00212307	0.002054653	0.002054792	0.001611226	0.000532624
4843	7.8	2.21	6.15	3.4728	0.19736	3.0909	0.17751	0.007046	2.1047	2.101	0.0037518	0.000204558	0.000237493	0.000345562	0.000663928	0.000868307	0.001671083	0.001822083	0.00146875	0.001385469	0.001359171	0.000977587	0.000309221
4844	120	82.5	9.84	13.183	1.604	4.9454	6.6265	0.007046	78.435	78.431	0.0037518	0.002328211	0.002642673	0.003640068	0.006503501	0.008273028	0.014986572	0.02013834	0.020172444	0.018594394	0.018477517	0.027124404	0.013882716
4845	11	1.74	13.53	7.2036	0.25686	6.7999	0.13976	0.007046	1.6579	1.6542	0.0037518	7.80E-05	9.08E-05	0.000132808	0.000256043	0.000336475	0.000664502	0.000970289	0.000932971	0.000895948	0.00089391	0.000715479	0.00024107
4846	28	2.32	12.3	6.9008	0.5257	6.1817	0.18634	0.007046	2.2093	2.2056	0.0037518	0.000107709	0.000124754	0.00018047	0.000345091	0.000453152	0.000898621	0.001198199	0.001061578	0.000981777	0.000976864	0.000934858	0.000321479
4847	18.16	1.49	19.37	10.239	0.37722	9.735	0.11968	0.007046	1.4203	1.4165	0.0037518	4.81E-05	5.58E-05	8.13E-05	0.000155854	0.000204759	0.00040636	0.000645604	0.000663633	0.000637453	0.000641655	0.00057659	0.000204956
4848	74.47	3.87	18.29	10.623	1.1127	9.1922	0.31084	0.007046	3.6829	3.6791	0.0037518	0.000113627	0.000131478	0.000189411	0.000361383	0.000474808	0.000958083	0.001311186	0.001182307	0.001061212	0.001049129	0.001386582	0.000533174
4849	17.35	1.41	18.86	9.9632	0.36426	9.4787	0.11325	0.007046	1.3442	1.3405	0.0037518	4.72E-05	5.47E-05	7.96E-05	0.000152312	0.000199962	0.000396011	0.000624735	0.000638824	0.000613743	0.000617353	0.000548679	0.000194218
4850	13.15	3.8	4.61	2.9237	0.29453	2.3169	0.30522	0.007046	3.6163	3.6126	0.0037518	0.000418369	0.00048318	0.000693871	0.00132412	0.001731917	0.003330681	0.003246237	0.002459865	0.00227299	0.002231156	0.001718685	0.000535239
4851	11	2.91	4.92	2.9703	0.25686	2.4727	0.23373	0.007046	2.7702	2.7665	0.0037518	0.000315604	0.00036505	0.000526239	0.001005309	0.001313693	0.002518528	0.002494667	0.001910265	0.001776343	0.001742014	0.001303027	0.000408333
4852	5.75	0.95	9.53	5.0292	0.15623	4.7896	0.076305	0.007046	0.90689	0.90314	0.0037518	6.82E-05	7.86E-05	0.000112917	0.000212598	0.000276362	0.000527913	0.00067617	0.000602475	0.000579032	0.000570716	0.000409749	0.000133603
4853	4.6	0.86	14.76	7.6259	0.13167	7.4181	0.069076	0.007046	0.82133	0.81758	0.0037518	4.13E-05	4.76E-05	6.86E-05	0.000129256	0.000168405	0.000326072	0.000491886	0.000496174	0.000486904	0.000484675	0.000357004	0.000120408
4854	8.4	1.08	17.22	8.9571	0.2089	8.6544	0.086747	0.007046	1.0305	1.0267	0.0037518	4.20E-05	4.86E-05	7.04E-05	0.000133981	0.000175337	0.000343812	0.000540722	0.000559185	0.000546241	0.000547611	0.000434206	0.000149826
4855	7.7	0.89	12.3	6.4557	0.19542	6.1817	0.071486	0.007046	0.84985	0.8461	0.0037518	5.04E-05	5.81E-05	8.33E-05	0.00015653	0.000203717	0.00039245	0.000548346	0.000516393	0.000497871	0.000494271	0.000374233	0.000124886
4856	1	0.89	0.62	0.43101	0.040874	0.3116	0.071486	0.007046	0.84985	0.8461	0.0037518	0.000841407	0.000953108	0.001303992	0.002267465	0.002633269	0.003401085	0.001268695	0.000798166	0.000751535	0.000713195	0.00042008	0.000126987
4857	16	4.53	18.45	9.9858	0.34232	9.2726	0.36385	0.007046	4.3103	4.3066	0.0037518	0.00013421	0.000157446	0.000234418	0.000462012	0.000612886	0.001247949	0.002047689	0.002141274	0.002065455	0.002083005	0.001827685	0.000627869
4858	2.58	0.83	3.69	2.0128	0.084521	1.8545	0.066667	0.007046	0.79281	0.78906	0.0037518	0.000156105	0.000179092	0.000254121	0.000470112	0.000599923	0.001062026	0.000883363	0.000652218	0.000619076	0.000597317	0.000380379	0.00011814
4859	4.15	0.94	3.38	1.9029	0.12167	1.6987	0.075502	0.007046	0.89739	0.89364	0.0037518	0.000184201	0.000210951	0.00029794	0.000550242	0.00070268	0.001243383	0.000992929	0.000718129	0.000676394	0.000654369	0.000429186	0.000133378
4860	6.63	1.71	8.92	4.8017	0.17424	4.483	0.13735	0.007046	1.6294	1.6257	0.0037518	0.000115844	0.000134666	0.000196729	0.000378537	0.000495821	0.000963777	0.00122479	0.001078525	0.001032339	0.001018077	0.000737288	0.000238524
4861	12	3.6	6.15	3.6617	0.27458	3.0909	0.28916	0.007046	3.4262	3.4224	0.0037518	0.00030884	0.00035863	0.000521531	0.001005855	0.001321039	0.002582295	0.002842567	0.002278742	0.002126032	0.002093299	0.001605629	0.000505557
4862	13.58	3.17	9.53	5.3531	0.30188	4.7896	0.25462	0.007046	3.0174	3.0136	0.0037518	0.0001832	0.000213462	0.000312958	0.000607271	0.000800142	0.001589028	0.002063162	0.001809083	0.001703781	0.001690055	0.001360168	0.000442258
4863	3.5	0.96	3.28	1.8394	0.10678	1.6485	0.077108	0.007046	0.9164	0.91265	0.0037518	0.000193105	0.000221464	0.00031379	0.000581091	0.000741691	0.001308223	0.00103145	0.000745123	0.000703312	0.000679342	0.000439142	0.000136172
4864	10.35	2.61	18.45	9.7344	0.24515	9.2726	0.20964	0.007046	2.485	2.4813	0.0037518	8.19E-05	9.59E-05	0.000142266	0.000278567	0.000368254	0.000740561	0.001215768	0.001289617	0.00125955	0.001268348	0.001040478	0.000359128
4865	12.6	3.6	13.53	7.3812	0.28505	6.7999	0.28916	0.007046	3.4262	3.4224	0.0037518	0.000147156	0.000172225	0.000255107	0.000499946	0.000661301	0.001331378	0.001986521	0.001923334	0.001841958	0.001841483	0.001504767	0.000500318
4866	20.2	6.24	14.88	8.3959	0.40929	7.4784	0.5012	0.007046	5.936	5.9322	0.0037518	0.000220335	0.000258081	0.000382671	0.000752804	0.000999139	0.002041661	0.003126022	0.003057338	0.002896254	0.002906417	0.002623642	0.000877192
4867	1.3	0.28	1.23	0.69769	0.049979	0.61817	0.02249	0.007046	0.26994	0.26619	0.0037518	0.000235312	0.00026145	0.000343805	0.00056852	0.000670815	0.000925929	0.000419086	0.000266568	0.000250356	0.000237671	0.000141415	4.26E-05
4868	1.1	0.27	1.23	0.69088	0.043971	0.61817	0.021687	0.007046	0.26043	0.25668	0.0037518	0.000232299	0.000258246	0.000339975	0.00056153	0.000661039	0.00090727	0.000408468	0.000259789	0.000244198	0.000231579	0.000137001	4.12E-05
4869	27	6.97	7.38	4.7872	0.51125	3.709	0.55984	0.007046	6.63	6.6262	0.0037518	0.000457944	0.000529778	0.000763276	0.001465618	0.001931444	0.003859282	0.004506039	0.003681511	0.003358416	0.003325206	0.003103536	0.000994215
4870	2.4	1	4.92	2.64	0.079963	2.4727	0.080321	0.007046	0.95443	0.95068	0.0037518	0.000135808	0.00015671	0.00022534	0.000423741	0.000546048	0.001001119	0.000969479	0.000758194	0.000724694	0.000701889	0.000451543	0.000141395
4871	4.8	1.51	1.85	1.1941	0.13603	0.92977	0.12128	0.007046	1.4393	1.4355	0.0037518	0.00045489	0.000519009	0.000725388	0.001333491	0.001687377	0.002848258	0.001761426	0.001184541	0.001105079	0.001065957	0.000695259	0.000212956
4872	21.25	2.7	21.83	11.621	0.42551	10.971	0.21687	0.007046	2.5706	2.5668	0.0037518	7.12E-05	8.32E-05	0.000122886	0.000239745	0.000316905	0.000639312	0.001060867	0.001126281	0.001083134	0.001094602	0.001027541	0.000369623
4873	20.5	9.76	18.45	10.478	0.41396	9.2726	0.78393	0.007046	9.2824	9.2786	0.0037518	0.000271837	0.000319348	0.000476689	0.00094526	0.001259257	0.002605732	0.004343606	0.004578385	0.00439376	0.004442048	0.00412255	0.001393713
4874	31	2.09	11.07	6.3068	0.56835	5.5636	0.16787	0.007046	1.9907	1.9869	0.0037518	0.00010845	0.000125147	0.000179506	0.000340335	0.000445685	0.000878239	0.001108847	0.000948621	0.000869831	0.000863055	0.000843637	0.000290037
4875	2.7	1.3	6.36	3.3954	0.087518	3.1964	0.10442	0.007046	1.2396	1.2359	0.0037518	0.000129649	0.000150395	0.000218796	0.000417685	0.000542911	0.001025336	0.001133243	0.000938446	0.00090192	0.000878351	0.000577544	0.000182546
4876	13	4.65	19.68	10.563	0.29195	9.8908	0.37349	0.007046	4.4244	4.4206	0.0037518	0.000129432	0.000152048	0.000227116	0.000448989	0.000596088	0.001215884	0.00205777	0.002223878	0.002167807	0.002191146	0.001871698	0.000643906
4877	5.03	3.95	16.61	8.8132	0.141	8.3479	0.31727	0.007046	3.7589	3.7552	0.0037518	0.000132267	0.000155536	0.000232986	0.000461419	0.00061194	0.001240601	0.002051675	0.002202192	0.002178346	0.002185247	0.001642035	0.000547723
4878	25	10.34	22.14	12.447	0.48195	11.127	0.83052	0.007046	9.8337	9.83	0.0037518	0.000241062	0.000283342	0.000423404	0.000840213	0.001119769	0.00232445	0.00402842	0.004396387	0.004224333	0.004286986	0.004222735	0.001473367
4879	1.3	2.21	2.46	1.4709	0.049979	1.2363	0.17751	0.007046	2.1047	2.101	0.0037518	0.000490504	0.000570866	0.00083466	0.001600942	0.002050355	0.003599816	0.00260914	0.00186005	0.001769323	0.001695456	0.001025488	0.000310972
4880	1.5	0.52	2.46	1.3409	0.055773	1.2363	0.041767	0.007046	0.4981	0.49435	0.0037518	0.000169801	0.00019279	0.00026716	0.000477024	0.000594203	0.000972155	0.000642104	0.000445142	0.000421543	0.000403241	0.000246383	7.56E-05
4881	1.4	0.51	2.46	1.3373	0.0529	1.2363	0.040964	0.007046	0.4886	0.48485	0.0037518	0.000167946	0.000190666	0.000264167	0.00047131	0.000586692	0.000958282	0.000632106	0.000438312	0.000415255	0.000397056	0.000241976	7.42E-05
4882	78.77	1.33	41.91	22.339	1.1616	21.063	0.10683	0.007046	1.2682	1.2644	0.0037518	2.02E-05	2.33E-05	3.37E-05	6.39E-05	8.38E-05	0.000167453	0.00028486	0.000313698	0.000294075	0.000295908	0.000400093	0.000177195
4883	20	4.18	24.6	13.112	0.40618	12.363	0.33574	0.007046	3.9776	3.9738	0.0037518	9.42E-05	0.000110524	0.000164716	0.00032471	0.000430843	0.000878764	0.001535259	0.001710103	0.001660941	0.001687067	0.001588253	0.000573308
4884	22.5	16.85	8.61	6.1322	0.44456	4.3272	1.3534	0.007046	16.023	16.019	0.0037518	0.000865495	0.001007088	0.001470832	0.002857252	0.003773359	0.007479687	0.010053579	0.009252536	0.008677458	0.008675248	0.007956779	0.00254059
4885	14.8	2.38	8	4.5413	0.32246	4.0206	0.19116	0.007046	2.2664	2.2626	0.0037518	0.000167916	0.000194641	0.000282088	0.000540572	0.000708828	0.001386393	0.001646395	0.001369965	0.001278432	0.001263599	0.001022207	0.000332049
4886	9	5.46	4.31	2.832	0.22024	2.1661	0.43855	0.007046	5.1944	5.1907	0.0037518	0.000611733	0.00071011	0.001031713	0.001991635	0.002609453	0.004997496	0.004993295	0.003870021	0.003619289	0.003547187	0.002556611	0.000776278
4887	13.45	9.3	4.92	3.5264	0.29967	2.4727	0.74699	0.007046	8.845	8.8413	0.0037518	0.000845718	0.00098046	0.00142007	0.002734837	0.003588434	0.006914081	0.007598097	0.006180975	0.00576178	0.005688221	0.00446347	0.001351239
4888	46	4.24	14.15	8.2282	0.76912	7.1115	0.34056	0.007046	4.0346	4.0309	0.0037518	0.000159354	0.000184819	0.000267766	0.00051434	0.000677489	0.001366927	0.001850512	0.001645476	0.001496118	0.001486549	0.001660771	0.000589389
4889	13.58	2.49	17.96	9.5353	0.30188	9.0263	0.2	0.007046	2.3709	2.3672	0.0037518	8.05E-05	9.41E-05	0.000139038	0.000271255	0.00035826	0.00071914	0.001154596	0.001195124	0.001156126	0.001163282	0.000988932	0.000342702
4890	4	1.39	8.61	4.5642	0.11829	4.3272	0.11165	0.007046	1.3252	1.3214	0.0037518	0.000101628	0.000118027	0.000172172	0.00033006	0.000431102	0.000830535	0.001044721	0.000923154	0.000890575	0.000874725	0.000603802	0.000194381
4891	10	1.86	8.61	4.7224	0.23877	4.3272	0.1494	0.007046	1.772	1.7683	0.0037518	0.000127878	0.000148418	0.00021593	0.00041432	0.000542756	0.001056515	0.001307077	0.001123448	0.00106333	0.001050304	0.00079909	0.000259386
4892	23.28	3.37	17.84	9.7001	0.45633	8.966	0.27068	0.007046	3.2075	3.2038	0.0037518	0.000105432	0.000123181	0.000181728	0.000354577	0.000468837	0.000947031	0.001480649	0.001480122	0.001403662	0.001410959	0.001327364	0.000464825
4893	72	3.49	13.53	8.1716	1.0843	6.7999	0.28032	0.007046	3.3216	3.3179	0.0037518	0.000137055	0.00015758	0.000223747	0.00042124	0.000551147	0.001102682	0.001356246	0.001142364	0.001014292	0.000998084	0.001294559	0.000483281
4894	80.2	4.74	16.5	9.8581	1.1777	8.2926	0.38072	0.007046	4.51	4.5062	0.0037518	0.000150073	0.000173322	0.00024852	0.000472592	0.000620501	0.001254783	0.001645712	0.00144174	0.001283109	0.001264052	0.001719313	0.000657267
4895	36.5	16.62	13.53	8.786	0.64415	6.7999	1.3349	0.007046	15.804	15.8	0.0037518	0.000577383	0.000673314	0.000987946	0.001932122	0.002565888	0.005255236	0.007728198	0.00741884	0.006892591	0.006910918	0.007325567	0.002482532
4896	27.75	11.1	12.15	7.527	0.52209	6.1063	0.89156	0.007046	10.556	10.553	0.0037518	0.000445833	0.00052038	0.000765164	0.001498401	0.001989504	0.004071894	0.005830526	0.005437515	0.005063111	0.005065593	0.004912179	0.001611613
4897	78	3.94	17.88	10.463	1.1529	8.9861	0.31647	0.007046	3.7494	3.7457	0.0037518	0.000117778	0.000136151	0.000195698	0.000372602	0.000489228	0.000986844	0.001329551	0.001186921	0.001061738	0.001047949	0.001407864	0.000543205
4898	24.13	1.59	19.07	10.188	0.46904	9.5842	0.12771	0.007046	1.5153	1.5116	0.0037518	5.13E-05	5.95E-05	8.65E-05	0.000165674	0.000217634	0.000432338	0.000671198	0.000672879	0.00063877	0.000641948	0.00060972	0.00021859
4899	19	1.49	20.99	11.066	0.39053	10.549	0.11968	0.007046	1.4203	1.4165	0.0037518	4.44E-05	5.16E-05	7.52E-05	0.000144259	0.000189602	0.000376937	0.000611635	0.000641122	0.000617368	0.00062271	0.000568652	0.000204491
4900	42.71	4.27	23.37	12.822	0.72658	11.745	0.34297	0.007046	4.0631	4.0594	0.0037518	9.99E-05	0.000116711	0.000172041	0.000335611	0.000444091	0.000903997	0.001457992	0.001491638	0.001395584	0.001403974	0.001570644	0.000586179
4901	40.71	4.28	23.63	12.927	0.70037	11.876	0.34377	0.007046	4.0726	4.0689	0.0037518	9.91E-05	0.000115882	0.000171003	0.000333957	0.000442046	0.000900158	0.001464626	0.001510765	0.001417822	0.001427849	0.001577382	0.000587432
4902	46.5	4.43	23.63	13.014	0.77553	11.876	0.35582	0.007046	4.2152	4.2115	0.0037518	0.000102085	0.000119229	0.000175598	0.000342298	0.000452874	0.000922418	0.001479426	0.001505485	0.001403341	0.001410192	0.001618083	0.000608281
4903	52.75	14.68	6.37	5.2418	0.85423	3.2014	1.1791	0.007046	13.96	13.956	0.0037518	0.000946334	0.001079303	0.001506099	0.002810585	0.00367165	0.007204603	0.007975954	0.006435487	0.005722344	0.005643058	0.006587268	0.002191171
4904	54.29	14.96	6.92	5.5598	0.87331	3.4779	1.2016	0.007046	14.226	14.222	0.0037518	0.00090091	0.001029364	0.001442068	0.00270113	0.003533936	0.006972035	0.007885835	0.0064308	0.005721887	0.005645021	0.006668909	0.00223443
4905	53	15.08	6.61	5.3977	0.85733	3.3221	1.2112	0.007046	14.34	14.336	0.0037518	0.000940405	0.001073609	0.001501603	0.002807596	0.00367005	0.007212886	0.008090401	0.006576591	0.005854483	0.005776189	0.00676008	0.002255029
